recrd,vesslterms,feature_type,chart,latitude,longitude,gp_quality,depth,sounding_type,yearsunk,history,quasou,watlev
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 11374",30.2403805,-88.4098857,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 11374",30.2669032,-88.4333062,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 11374",30.2652365,-88.4116222,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 11374",30.2611496,-88.3923495,,0.3,,,,value reported (not confirmed),always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 11374",30.27367,-88.4136474,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 11374",30.4201401,-88.5666388,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,chart 11374",30.2327913,-88.3155798,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,HS-11621 (NWID:16896), S-J977-KR-FU0, x-ref: DD-12993",30.2705528,-88.3210861,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 32/00",30.418333,-88.578333,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,chart 11374",30.394782,-88.57253,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,chart 11374",30.394925,-88.568686,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,chart 11374",30.3817914,-88.5630389,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,chart 11374",30.383604,-88.563046,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,chart 11374",30.3812507,-88.5521934,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD, LNM 43/13",30.3333333,-88.25,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 11374",30.3335691,-88.2750092,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,reprt,8thCGD,LNM 26/97",30.32666,-88.26166,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,chart 11374",30.421836,-88.537351,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,BP-177141",30.261,-88.262333,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,reprt,8thCGD,LNM 32/98",30.39638,-88.26166,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 11374",30.1828028,-88.2070176,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 11374",30.2345861,-88.2636588,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 11374",30.262759,-88.266662,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11374",30.3560421,-88.275246,,1.5,,,,value reported (not confirmed),always under water/submerged
,,Wrecks - Visible,"US,US,reprt,8thCGD,LNM 12/08",30.3936111,-88.2661111,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 11374",30.3803361,-88.2666653,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 06/01",30.3716244,-88.2649635,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,reprt,8thCGD,LNM 18/07",30.3816944,-88.2712778,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 06/06",30.3880834,-88.2685917,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 11374",30.3396514,-88.6868252,,0.3,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 43/10",30.3982985,-88.2585891,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 35/98",30.2233444,-88.7283509,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,HS-11621 (NWID:16896), S-J977-KR-FU0, x-ref: DD-12993",30.2330694,-88.3246806,,,,,,,covers and uncovers
,,"Wrecks - Submerged, dangerous","US,US,graph,GC-10721",30.4238245,-88.5101033,,,,,Wrecks,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 27/00",30.385278,-88.606944,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 11374",30.2249446,-88.3028605,,0.9,,,,least depth known,always under water/submerged
,,Wrecks - Visible,"US,US,reprt,8thCGD,LNM 47/02",30.205,-88.441667,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 24/79",30.2575571,-88.7079475,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,GC-10721",30.4141993,-88.5201071,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,chart 11374",30.3535026,-88.6567387,,,,,,,covers and uncovers
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11374",30.3434186,-88.3491562,,1.2,,,,value reported (not confirmed),always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11374",30.3147667,-88.3406972,,2.1,,,,value reported (not confirmed),always under water/submerged
,,Wrecks - Visible,"US,US,graph,chart 11374",30.4212482,-88.5167131,,,,,,,covers and uncovers
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11374",30.2489722,-88.2314222,,3.6,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11374",30.3236834,-88.4416735,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11374",30.3733015,-88.3000194,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,H-8924",30.3023831,-88.7624912,,0.3,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,DD-22675",30.219275,-88.5954556,,3.9,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 11375",30.2224169,-88.613131,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,chart 11375",30.2216778,-88.6066667,,,,,,,always dry
,3.0 meters/10 feet Skiff,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 52/01",30.2499993,-88.616667,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,chart 11375",30.295199,-88.6013882,,,,,,,partly submerged at high water
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 11375",30.218534,-88.5550325,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,HS-11512",30.2051389,-88.5163611,,7.3,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 11375",30.2518518,-88.5717826,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 11375",30.257449,-88.5661529,,,,,,depth unknown,always under water/submerged
,Dredge Honey Island,Wrecks - Visible,"US,US,reprt,8thCGD,LNM 47/03",30.2883336,-88.5899996,,,,,,,partly submerged at high water
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 11375",30.2938965,-88.5747958,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,chart 11375",30.2951059,-88.5775181,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,chart 11375",30.3001549,-88.5884542,,,,,,,always dry
,,,"US,US,graph,DD-14146 (NWID: 17355), OPR-J376-NRT4, x-ref: H-11385.",30.2655833,-88.5161111,,3.3,,,,,always under water/submerged
,,,"US,US,graph,DD-14146 (NWID: 17355), OPR-J376-NRT4, x-ref: H-11385.",30.2809444,-88.5189444,,1.5,,,,,always under water/submerged
,,,"US,US,graph,DD-14146 (NWID: 17355), OPR-J376-NRT4, x-ref: H-11385.",30.2814444,-88.5191111,,2.7,,,,,always under water/submerged
,20.4 meters/67 feet F/V Christine Lynn,Wrecks - Visible,"US,US,reprt,8thCGD,LNM 42/94",30.2803302,-88.5024897,,,,,,,partly submerged at high water
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 11375",30.3302148,-88.6333377,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 11375",30.3285502,-88.634735,,1.5,,,,"least depth unknown, safe clearance at value shown",always under water/submerged
,4.8 meters/16 feet Bass Boat,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 37/98",30.3200004,-88.6183326,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,chart 11375",30.3250692,-88.580533,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 11375",30.3401854,-88.5583834,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,DD-12817 (NWID: 16825)",30.3337778,-88.55675,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 28/82",30.3301995,-88.553348,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,reprt,HS-11620",30.3227556,-88.5522417,,1.5,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 20/07",30.3591944,-88.5623611,,,,,Barge,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,H-11384 (NWID: 17616), OPR-J376-NRT4, x-ref: DD-14291.",30.3718333,-88.5611944,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 11375",30.3361462,-88.5140617,,,,,,depth unknown,covers and uncovers
,,"Wrecks - Submerged, nondangerous","US,US,reprt,HS-11620",30.3213389,-88.5484056,,2.7,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11537",33.9002877,-77.9949534,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11537",34.2350475,-77.9879942,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,DB-10609-obs",33.9217875,-78.0699225,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11537",34.169791,-77.9507573,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 11537",34.245926,-77.9671347,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 11537",33.9733032,-77.9548611,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,FE-00548",34.2291153,-77.9529915,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11537",33.9225133,-78.0688917,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11537",33.9208704,-78.059649,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11537",33.8551705,-78.0105021,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11537",33.9226671,-78.0807328,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11537",33.9210965,-78.0664544,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11537",33.82699,-77.9585452,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11537",33.9043801,-78.0160427,,4.2,,,,least depth known,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11537",34.1826744,-77.9670533,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11537",33.8879074,-78.043029,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,H-11762",33.9109343,-78.0150966,,4.5,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11537",33.9476776,-77.9264435,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11537",33.8970886,-78.05924,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11537",34.0276776,-77.942868,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,H-11761",33.9573571,-77.9521263,,4.8,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11537",34.0215316,-77.9371525,,4.2,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11537",34.2338931,-77.9856184,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11534",34.0267813,-77.8923152,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 11537",34.2484701,-77.9656383,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,H-11762",33.9145737,-78.0103343,,4.8,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11537",33.8540672,-78.1107625,,8.8,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11537",33.8131277,-77.9625495,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11537",33.9145589,-77.9901891,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11537",34.2488067,-77.9723044,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11537",33.9210423,-78.0649398,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11537",33.8504225,-78.109402,,7.3,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11537",33.8958744,-78.0530643,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11537",33.8076016,-77.9660436,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11537",33.856904,-78.0363648,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11537",33.8135583,-77.9675346,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11537",34.2354601,-77.9689985,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 11537",33.9184837,-78.0523351,,,,,Reported,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 11537",33.9188094,-78.0445544,,,,,Reported,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11537",33.9126114,-78.013105,,5.7,,,,least depth known,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11537",33.9256672,-78.0600163,,,,,,,covers and uncovers
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11537",33.8522592,-78.1094148,,5.4,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11542",34.586242,-77.368003,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11542",34.726882,-77.384659,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11542",34.5071444,-77.4048681,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 11542",34.553397,-77.35996,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11542",34.552226,-77.35414,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11542",34.544062,-77.316427,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11542",34.568445,-77.386379,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11542",34.550932,-77.356428,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11542",34.749511,-77.438416,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11542",34.759727,-77.430001,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11542",34.736894,-77.44029,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11542",34.738586,-77.432996,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 11547",34.6706724,-76.7432166,,11.5,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 11547",34.673495,-76.7411208,,11.2,,,,least depth known,always under water/submerged
,,Wrecks - Visible,"US,US,graph,chart 11547",34.6852575,-76.6355438,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 11547",34.6860668,-76.7215777,,8.8,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 11547",34.7184541,-76.691324,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11545",34.663556,-76.588935,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11545",34.708255,-76.608866,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11545",34.69036,-76.596897,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11545",34.745657,-76.606939,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11545",34.727701,-76.780295,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11545",34.726721,-76.719631,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11545",34.725391,-76.661398,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11545",34.726799,-76.667444,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11545",34.728384,-76.670344,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 11545",34.72753,-76.672246,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11545",34.704114,-76.61185,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11545",34.705439,-76.609763,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 11545",34.708819,-76.549704,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11545",34.750188,-76.499668,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11545",34.843463,-76.341052,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11545",34.887148,-76.326209,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11545",34.618468,-76.542976,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11545",34.61732,-76.541356,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11545",34.613002,-76.533376,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11545",34.616449,-76.531016,,,,,,depth unknown,always under water/submerged
